index,start station id,start station name,x1,y1,episode,cluster,community,lon,lat
649,147,Greenwich St & Warren St,299051.97555014293,60937.02597877807,0.0,4.0,1.0,-74.01121978,40.71542196999984
650,508,W 46 St & 11 Ave,300280.79357438284,66266.39106442474,0.0,1.0,0.0,-73.99667444,40.76341378999981
651,446,W 24 St & 7 Ave,300397.05195950594,64207.835776708234,0.0,15.0,0.0,-73.99529885000001,40.744876339999834
654,498,Broadway & W 32 St,301006.3381983077,64615.69522729803,0.0,15.0,0.0,-73.98808416,40.74854861999983
656,434,9 Ave & W 18 St,299690.499924702,64018.8435589169,0.0,13.0,0.0,-74.00366443,40.743174489999845
657,503,E 20 St & Park Ave,301054.17324564443,63474.7510407147,0.0,16.0,0.0,-73.98751968,40.73827427999985
659,174,E 27 St & 1 Ave,301910.083634795,63464.0641684345,0.0,16.0,0.0,-73.97738662,40.73817649999983
660,488,W 39 St & 9 Ave,300530.1195505511,65493.998963197475,0.0,6.0,0.0,-73.99372222,40.75645823999983
662,3002,South End Ave & Liberty St,298668.6058518717,60502.89017979768,0.0,4.0,1.0,-74.01575600000001,40.71151199999986
665,520,W 52 St & 5 Ave,301985.57896922744,65878.96176035785,0.0,3.0,0.0,-73.97648516,40.75992261999984
666,490,8 Ave & W 33 St,300512.27378086146,64949.05486001678,0.0,15.0,0.0,-73.993934,40.75155099999983
667,151,Cleveland Pl & Spring St,300236.30620847485,61646.992336399395,0.0,5.0,0.0,-73.99720307,40.72181579999984
668,224,Spruce St & Nassau St,299533.19458481844,60497.4148753852,0.0,19.0,1.0,-74.00552427,40.71146363999984
670,457,Broadway & W 58 St,301545.6410658641,66659.59159472103,0.0,1.0,0.0,-73.98169333,40.76695316999983
671,531,Forsyth St & Broome St,300619.9232180644,61327.55543746841,0.0,5.0,0.0,-73.99266288,40.71893903999983
672,2006,Central Park S & 6 Ave,301997.52913211996,66543.78583249105,0.0,1.0,0.0,-73.97634151,40.76590935999985
675,519,Pershing Square S,301883.0873654481,64986.26268087386,0.0,10.0,0.0,-73.97770164000002,40.751884059999846
677,329,Greenwich St & N Moore St,299137.69296102016,61493.60456226344,0.0,12.0,1.0,-74.01020609,40.72043410999985
680,453,W 22 St & 8 Ave,300071.48409803177,64193.959939543296,0.0,13.0,0.0,-73.99915362,40.74475147999984
681,264,Maiden Ln & Pearl St,299381.5373072742,60008.91669142338,0.0,4.0,1.0,-74.00731853,40.70706455999984
687,479,9 Ave & W 45 St,300738.4111203006,65908.7041940529,0.0,1.0,0.0,-73.9912551,40.76019251999984
688,524,W 43 St & 6 Ave,301421.26834867394,65362.50482935773,0.0,6.0,0.0,-73.98316936,40.75527306999984
689,251,Mott St & Prince St,300439.3169591122,61798.44699314055,0.0,5.0,0.0,-73.99480012000001,40.72317957999985
690,428,E 3 St & 1 Ave,301027.8223524252,61964.8145594045,0.0,14.0,0.0,-73.98783413,40.72467720999984
691,72,W 52 St & 11 Ave,300512.5851672525,66694.8713556501,0.0,1.0,0.0,-73.99392888,40.767272159999855
692,494,W 26 St & 8 Ave,300233.47594644263,64482.330999234044,0.0,15.0,0.0,-73.99723551,40.747348249999845
696,244,Willoughby Ave & Hall St,302927.24591642927,58332.178394483686,0.0,2.0,2.0,-73.96536851,40.69196034999985
697,449,W 52 St & 9 Ave,301022.0896772657,66400.22365016548,0.0,1.0,0.0,-73.98789473,40.764618369999845
698,426,West St & Chambers St,298882.94266914815,61173.179050810446,0.0,4.0,1.0,-74.01322069,40.717548339999865
699,285,Broadway & E 14 St,300782.0867996863,63060.660848758074,0.0,7.0,0.0,-73.99074142,40.73454566999986
701,441,E 52 St & 2 Ave,302751.5348182552,65445.159408193846,0.0,3.0,0.0,-73.967416,40.75601399999983
702,470,W 20 St & 8 Ave,299996.5954061554,64049.804091801074,0.0,13.0,0.0,-74.00004031,40.74345334999985
704,2022,E 59 St & Sutton Pl,303444.676232026,65720.53538409823,0.0,3.0,0.0,-73.95920622,40.75849115999985
705,310,State St & Smith St,300918.942310122,58032.83493408023,0.0,0.0,2.0,-73.98912867,40.689269419999825
707,127,Barrow St & Hudson St,299430.26919086196,62747.33055627875,0.0,17.0,0.0,-74.00674436,40.73172427999983
708,445,E 10 St & Avenue A,301569.6448384426,62268.1526002179,0.0,14.0,0.0,-73.98142006,40.727407939999836
711,432,E 7 St & Avenue A,301368.73297504365,62135.958545995556,0.0,14.0,0.0,-73.98379855,40.726217879999844
713,302,Avenue D & E 3 St,301864.5260290806,61537.56773476664,0.0,9.0,1.0,-73.97793172,40.720828339999855
714,2003,1 Ave & E 18 St,301668.92375791364,63018.04519439741,0.0,14.0,0.0,-73.98024289,40.73416058999985
715,382,University Pl & E 14 St,300675.3387452485,63102.99088610806,0.0,7.0,0.0,-73.99200509,40.73492694999986
721,352,W 56 St & 6 Ave,301923.02447954647,66265.78509223196,0.0,1.0,0.0,-73.97722479,40.76340612999984
725,147,Murray St & West St,299051.97555014293,60937.02597877807,0.0,4.0,1.0,-74.01121978,40.71542196999984
727,504,1 Ave & E 15 St,301549.63693531294,62802.35655592325,0.0,14.0,0.0,-73.98165557,40.73221852999985
728,468,Broadway & W 55 St,301526.2565097332,66472.162491906,0.0,1.0,0.0,-73.98192338,40.76526539999984
731,373,Willoughby Ave & Walworth St,303903.31485043163,58483.29943550593,0.0,2.0,2.0,-73.95381995,40.69331715999983
733,475,E 16 St & Irving Pl,301048.65205648955,63138.104585625544,0.0,16.0,0.0,-73.98758561,40.735242759999835
734,515,W 43 St & 10 Ave,300454.41537266976,65897.78185048341,0.0,1.0,0.0,-73.99461843,40.760094369999834
736,345,W 13 St & 6 Ave,300249.7126256283,63276.986096850254,0.0,7.0,0.0,-73.99704374,40.73649402999985
740,241,DeKalb Ave & S Portland Ave,302119.0217437347,58093.15019976187,0.0,11.0,2.0,-73.97493121000001,40.689810349999824
743,435,W 21 St & 6 Ave,300493.6357289582,63859.521076273464,0.0,15.0,0.0,-73.99415556000001,40.74173968999985
744,280,E 10 St & 5 Ave,300413.8068105909,62924.485713572256,0.0,7.0,0.0,-73.99510132,40.733319669999844
745,330,Reade St & Broadway,299524.46030377405,60835.09831181673,0.0,19.0,1.0,-74.00562789,40.71450450999984
746,527,E 33 St & 1 Ave,302166.647226004,64017.06329064927,0.0,10.0,0.0,-73.97434726,40.743155659999836
747,516,E 47 St & 1 Ave,302715.5669810565,65007.016586305734,0.0,3.0,0.0,-73.96784384,40.75206861999984
748,502,Henry St & Grand St,301576.2134588143,60803.101319125715,0.0,9.0,1.0,-73.981346,40.71421499999985
750,439,E 4 St & 2 Ave,300863.37190107343,62142.85838764295,0.0,14.0,0.0,-73.98978041,40.72628069999984
752,161,LaGuardia Pl & W 3 St,300160.3137880569,62463.68947638235,0.0,7.0,0.0,-73.99810231,40.72917024999983
754,303,Mercer St & Spring St,300042.5798031173,61848.16149140853,0.0,12.0,1.0,-73.99949601,40.72362737999985
755,147,Barclay St & Church St,299051.97555014293,60937.02597877807,0.0,4.0,1.0,-74.01121978,40.71542196999984
758,174,E 23 St & 1 Ave,301910.083634795,63464.0641684345,0.0,16.0,0.0,-73.97738662,40.73817649999983
759,461,E 20 St & 2 Ave,301516.21159830893,63208.59256365614,0.0,16.0,0.0,-73.98205027,40.735876779999835
760,509,9 Ave & W 22 St,299833.50095888803,64276.78373743926,0.0,13.0,0.0,-74.00197139,40.74549729999985
764,507,E 25 St & 2 Ave,301711.4655825805,63569.457227030405,0.0,16.0,0.0,-73.97973776,40.739126009999836
766,450,W 49 St & 8 Ave,301023.1963379763,66139.66754942415,0.0,1.0,0.0,-73.98788205,40.76227204999986
772,489,10 Ave & W 28 St,299850.6886989291,64850.52288704409,0.0,13.0,0.0,-74.00176802,40.75066385999986
775,528,2 Ave & E 31 St,301937.48561927106,63989.61070951354,0.0,10.0,0.0,-73.97706058,40.74290901999983
776,223,W 13 St & 7 Ave,300004.5097159096,63423.68358848279,0.0,13.0,0.0,-73.99994661,40.737815089999835
777,361,Allen St & Hester St,300683.7682435824,61007.70009929964,0.0,5.0,1.0,-73.99190759000001,40.71605865999985
779,345,W 11 St & 6 Ave,300249.7126256283,63276.986096850254,0.0,7.0,0.0,-73.99704374,40.73649402999985
780,529,W 42 St & 8 Ave,300761.24217150133,65617.4676403222,0.0,6.0,0.0,-73.99098507,40.75756989999984
782,252,MacDougal St & Washington Sq,300124.8490339044,62807.24249822025,0.0,17.0,0.0,-73.99852205,40.73226397999985
783,505,6 Ave & W 33 St,300972.56763078016,64667.22728442422,0.0,15.0,0.0,-73.98848395,40.74901270999984
786,385,E 55 St & 2 Ave,302868.2302329241,65662.7727697747,0.0,3.0,0.0,-73.96603308,40.757973219999826
790,418,Front St & Gold St,301472.3772129268,59473.27956820422,0.0,0.0,2.0,-73.982578,40.70223999999984
793,334,W 20 St & 7 Ave,300231.2263804223,63931.48767478448,0.0,13.0,0.0,-73.99726235,40.74238786999983
794,147,Park Pl & Church St,299051.97555014293,60937.02597877807,0.0,4.0,1.0,-74.01121978,40.71542196999984
799,518,E 39 St & 2 Ave,302242.95803032356,64533.24776557909,0.0,10.0,0.0,-73.97344190000001,40.747803729999845
804,355,Bayard St & Baxter St,300021.6543927277,61003.506462008554,0.0,19.0,1.0,-73.99974372,40.71602117999983
806,275,Washington Ave & Greene Ave,302905.1217008739,57725.88209595442,0.0,2.0,2.0,-73.96563307,40.68650064999987
809,263,Elizabeth St & Hester St,300306.2887439339,61144.41290509184,0.0,19.0,1.0,-73.996375,40.717289999999856
810,284,Greenwich Ave & 8 Ave,299777.21186404646,63557.147481281856,0.0,13.0,0.0,-74.0026376103,40.73901691209984
812,2009,Catherine St & Monroe St,300268.19075161126,60465.289906864484,0.0,19.0,1.0,-73.99682619,40.71117443999983
813,405,Washington St & Gansevoort St,299314.2244842372,63591.166513266195,0.0,13.0,0.0,-74.008119,40.73932299999984
814,364,Lafayette Ave & Classon Ave,303361.0084464778,58004.11416297243,0.0,2.0,2.0,-73.96023854,40.68900442999985
817,423,W 54 St & 9 Ave,301105.63049033243,66536.94134021661,0.0,1.0,0.0,-73.98690506,40.76584940999983
820,264,Cliff St & Fulton St,299381.5373072742,60008.91669142338,0.0,4.0,1.0,-74.00731853,40.70706455999984
822,540,Lexington Ave & E 26 St,301418.1910426111,63830.009444611045,0.0,16.0,0.0,-73.98320928,40.74147285999984
824,473,Rivington St & Chrystie St,300682.21177648625,61567.601636681364,0.0,5.0,0.0,-73.99192540000001,40.72110062999981
825,410,Suffolk St & Stanton St,301252.14890857314,61519.23576800402,0.0,9.0,1.0,-73.98517977,40.72066441999985
828,519,E 43 St & Vanderbilt Ave,301883.0873654481,64986.26268087386,0.0,10.0,0.0,-73.97770164000002,40.751884059999846
829,486,Broadway & W 29 St,300966.41968676297,64354.97879098084,0.0,15.0,0.0,-73.98855723,40.74620089999984
832,546,E 30 St & Park Ave S,301432.8227123403,64160.5316805959,0.0,10.0,0.0,-73.98303529,40.74444920999983
836,297,E 15 St & 3 Ave,301104.63993454224,63025.86940778463,0.0,16.0,0.0,-73.98692300000002,40.73423199999985
841,2008,Little West St & 1 Pl,298582.2194712945,59856.66652254268,0.0,4.0,1.0,-74.01677685,40.70569253999984
842,415,Pearl St & Hanover Square,299217.42028173216,59748.318085411716,0.0,4.0,1.0,-74.00926027,40.70471769999985
843,326,E 11 St & 1 Ave,301329.06913123967,62504.6862144306,0.0,14.0,0.0,-73.98426726,40.72953836999984
844,403,E 2 St & 2 Ave,300785.98843788827,62003.82395074236,0.0,14.0,0.0,-73.99069656,40.72502875999984
849,526,E 33 St & 5 Ave,301274.6725933605,64516.997685790426,0.0,10.0,0.0,-73.98490707,40.74765946999984
852,368,Carmine St & 6 Ave,299818.3849212404,62598.695908785405,0.0,17.0,0.0,-74.00214988,40.73038598999985
858,444,Broadway & W 24 St,300916.3449504255,63927.81290773359,0.0,16.0,0.0,-73.98915076,40.74235429999983
859,247,Perry St & Bleecker St,299591.93039169017,63150.39233848494,0.0,17.0,0.0,-74.00483091,40.73535397999985
860,157,Henry St & Atlantic Ave,300327.66941469687,58213.049033894386,0.0,0.0,2.0,-73.99612349,40.69089271999984
872,499,Broadway & W 60 St,301526.5869796354,66904.1041578946,0.0,1.0,0.0,-73.98191841,40.76915504999985
873,402,Broadway & E 22 St,300882.55904899933,63704.47907088655,0.0,16.0,0.0,-73.98955109,40.74034319999986
874,459,W 20 St & 11 Ave,299344.95844229433,64415.36622573189,0.0,13.0,0.0,-74.007756,40.74674499999986
881,279,Sands St & Gold St,301460.4849910347,59210.02362548288,0.0,0.0,2.0,-73.98271933,40.699869369999846
884,336,Sullivan St & Washington Sq,300079.35321508435,62608.852811002354,0.0,7.0,0.0,-73.99906065,40.73047746999983
891,538,W 49 St & 5 Ave,301868.15706841025,65660.14943254882,0.0,3.0,0.0,-73.97787642000002,40.75795247999984
892,290,2 Ave & E 58 St,302973.54370978853,65910.38218973785,0.0,3.0,0.0,-73.96478473,40.76020257999984
893,264,William St & Pine St,299381.5373072742,60008.91669142338,0.0,4.0,1.0,-74.00731853,40.70706455999984
897,308,St James Pl & Oliver St,300125.74010663613,60676.801656922566,0.0,19.0,1.0,-73.99851193,40.71307915999984
898,116,W 17 St & 8 Ave,299873.5209265537,63863.54119412945,0.0,13.0,0.0,-74.00149746000001,40.74177602999984
905,365,Fulton St & Grand Ave,303258.2339072684,57251.967450539356,0.0,2.0,2.0,-73.9614583,40.68223165999985
911,363,West Thames St,298552.05701635196,60151.44269241984,0.0,4.0,1.0,-74.01713445000001,40.70834697999984
914,282,Kent Ave & S 11 St,302675.33901837195,60143.56364756682,0.0,8.0,1.0,-73.96834101,40.708272949999845
915,387,Centre St & Chambers St,299610.68672532565,60638.33265589685,0.0,19.0,1.0,-74.0046073,40.71273265999984
921,346,Bank St & Hudson St,299477.95926499943,63280.87144860448,0.0,17.0,0.0,-74.00618026000001,40.73652888999985
922,513,W 56 St & 10 Ave,300959.19603327324,66803.94811478093,0.0,1.0,0.0,-73.988639,40.76825399999984
928,262,Washington Park,302220.50158393744,58312.162870858476,0.0,18.0,2.0,-73.97372989,40.69178231999985
930,195,Liberty St & Broadway,299118.30168002105,60230.114420917314,0.0,4.0,1.0,-74.01043382,40.70905622999982
935,415,South St & Gouverneur Ln,299217.42028173216,59748.318085411716,0.0,4.0,1.0,-74.00926027,40.70471769999985
954,147,Hudson St & Reade St,299051.97555014293,60937.02597877807,0.0,4.0,1.0,-74.01121978,40.71542196999984
957,238,Bank St & Washington St,299274.2323305741,63243.99943641491,0.0,17.0,0.0,-74.00859207,40.73619669999984
965,484,W 44 St & 5 Ave,301676.7213251606,65332.516299394134,0.0,3.0,0.0,-73.98014437,40.755002539999836
967,228,E 48 St & 3 Ave,302374.72229589114,65288.128319750715,0.0,3.0,0.0,-73.971878855,40.754601102599835
972,271,Ashland Pl & Hanson Pl,301854.83454284625,57590.18511093434,0.0,11.0,2.0,-73.97805813,40.68528171999984
974,448,W 37 St & 10 Ave,300177.25557780714,65510.12303213434,0.0,6.0,0.0,-73.9979009,40.756603589999834
988,82,St James Pl & Pearl St,299986.01927650097,60465.25396807906,0.0,19.0,1.0,-74.00016545,40.71117415999982
991,391,Clark St & Henry St,300553.9682866598,58958.03253112946,0.0,0.0,2.0,-73.99344559,40.69760126999984
999,455,1 Ave & E 44 St,302613.53373558226,64779.46769025179,0.0,3.0,0.0,-73.96905301,40.75001985999986
1010,301,E 2 St & Avenue B,301378.17383065715,61686.94322815973,0.0,9.0,1.0,-73.98368779,40.72217443999985
1019,274,Lafayette Ave & Fort Greene Pl,301971.1159568853,57771.992520913525,0.0,11.0,2.0,-73.976682,40.68691864999984
1021,358,Christopher St & Greenwich St,299399.0680563312,62879.6194368249,0.0,17.0,0.0,-74.00711384,40.73291552999983
1027,427,State St,298793.99180540425,59503.79844485076,0.0,4.0,1.0,-74.01427023,40.70251525999984
1031,422,W 59 St & 10 Ave,301009.90350825235,67054.81455013587,0.0,1.0,0.0,-73.988038,40.77051299999985
1032,305,E 58 St & 3 Ave,302765.79738930083,65994.14125817406,0.0,3.0,0.0,-73.96724467,40.76095755999986
1036,396,Lefferts Pl & Franklin Ave,303739.306346932,57042.399356571455,0.0,2.0,2.0,-73.9557689392,40.680342422999836
1040,2010,Grand St & Greene St,299801.6756069874,61629.113564280095,0.0,19.0,1.0,-74.00234737000001,40.72165480999984
1041,390,Duffield St & Willoughby St,301328.36475024046,58360.09607032283,0.0,0.0,2.0,-73.9842844,40.69221588999984
1043,2004,6 Ave & Broome St,299602.58522054675,61933.859112177204,0.0,12.0,1.0,-74.004704,40.72439899999985
1048,325,E 19 St & 3 Ave,301289.2017961661,63249.46977740116,0.0,16.0,0.0,-73.98473765,40.736245269999834
1049,347,W Houston St & Hudson St,299367.38627143047,62415.811851846964,0.0,17.0,0.0,-74.00748842,40.72873887999983
1074,160,E 37 St & Lexington Ave,301831.7274146541,64581.35961496479,0.0,10.0,0.0,-73.978311,40.74823799999985
1075,416,Cumberland St & Lafayette Ave,302311.77273040544,57840.430935776625,0.0,11.0,2.0,-73.97265183,40.687534059999834
1078,314,Montague St & Clinton St,300662.7235720225,58585.52805852905,0.0,0.0,2.0,-73.99215922,40.69424673999984
1079,380,W 4 St & 7 Ave S,299751.7554899616,63001.29716580821,0.0,17.0,0.0,-74.00293877,40.73401142999984
1086,395,DeKalb Ave & Hudson Ave,301343.496310134,57899.710211224025,0.0,0.0,2.0,-73.98410637,40.68807002999984
1087,257,Lispenard St & Broadway,299791.12695929455,61377.861690395555,0.0,19.0,1.0,-74.00247214,40.71939225999983
1089,497,E 17 St & Broadway,300836.8317838538,63338.7510569435,0.0,7.0,0.0,-73.99009296,40.73704983999984
1091,164,E 47 St & 2 Ave,302505.9765433697,65136.02121822483,0.0,3.0,0.0,-73.97032517,40.75323097999986
1093,469,Broadway & W 53 St,301462.304242909,66269.50528928387,0.0,1.0,0.0,-73.98268129,40.76344057999984
1094,389,Broadway & Berry St,302936.39547604974,60384.92452743332,0.0,8.0,1.0,-73.96525063,40.710445539999846
1105,344,Monroe St & Bedford Ave,303904.7155809279,57575.72212761202,0.0,2.0,2.0,-73.95380904,40.68514429999985
1125,356,Bialystoker Pl & Delancey St,301469.19041466067,61026.445992022804,0.0,9.0,1.0,-73.98261206,40.716226439999836
1136,137,E 56 St & Madison Ave,302286.2226353946,66068.42908089615,0.0,3.0,0.0,-73.972924,40.76162799999984
1148,493,W 45 St & 6 Ave,301443.00779797963,65532.083856796264,0.0,6.0,0.0,-73.98291153,40.75680009999985
1173,245,Myrtle Ave & St Edwards St,301940.77514899144,58477.307882531764,0.0,18.0,2.0,-73.97703874,40.69327017999984
1182,384,Fulton St & Waverly Ave,302877.28227531957,57356.91294579992,0.0,2.0,2.0,-73.9659641,40.683178129999845
1183,311,Norfolk St & Broome St,301012.1614635894,61137.524159589564,0.0,5.0,1.0,-73.98802084,40.71722739999985
1208,399,Lafayette Ave & St James Pl,302978.5977780334,57949.63809940888,0.0,2.0,2.0,-73.9647628,40.68851533999984
1231,458,11 Ave & W 27 St,299558.66320335434,64931.837738586764,0.0,13.0,0.0,-74.00522600000001,40.75139599999984
1233,438,St Marks Pl & 1 Ave,301212.3363819785,62310.65248621744,0.0,14.0,0.0,-73.98564945,40.72779125999985
1235,474,5 Ave & E 29 St,301112.24821417814,64240.263849820665,0.0,15.0,0.0,-73.98683077,40.74516769999983
1236,332,Cherry St,301733.8128820825,60579.27020949614,0.0,9.0,1.0,-73.97948148,40.71219905999985
1246,312,Allen St & E Houston St,300919.9833612453,61673.608485029254,0.0,5.0,0.0,-73.989111,40.72205499999984
1248,366,Clinton Ave & Myrtle Ave,302629.03159357945,58476.500860318214,0.0,18.0,2.0,-73.968896,40.693260999999836
1261,229,Great Jones St,300524.60332246096,62270.9241894047,0.0,7.0,0.0,-73.99379025,40.727434229999844
1271,496,E 16 St & 5 Ave,300642.8303277456,63362.27615777918,0.0,7.0,0.0,-73.99238967,40.73726185999983
1281,335,Washington Pl & Broadway,300502.9439039401,62449.14861262452,0.0,7.0,0.0,-73.99404649,40.729039169999844
1309,532,S 5 Pl & S 4 St,303306.06069659005,60385.686724879226,0.0,8.0,1.0,-73.960876,40.71045099999984
1310,467,Dean St & 4 Ave,301779.3829254471,57350.65556561402,0.0,11.0,2.0,-73.97895137,40.68312488999984
1313,514,12 Ave & W 40 St,299765.5421578871,65984.46189260879,0.0,6.0,0.0,-74.00277668,40.760875019999844
1319,456,E 53 St & Madison Ave,302193.47996253025,65855.49812551003,0.0,3.0,0.0,-73.97402311,40.75971079999984
1335,307,Canal St & Rutgers St,300853.40129015065,60809.63113954845,0.0,5.0,1.0,-73.98990025,40.71427486999984
1375,144,Nassau St & Navy St,301632.1035698308,59046.77239246917,0.0,0.0,2.0,-73.98068914,40.69839894999985
1399,420,Clermont Ave & Lafayette Ave,302562.2182515626,57852.81523186789,0.0,11.0,2.0,-73.96968902,40.68764483999984
1437,340,Madison St & Clinton St,301033.99822147423,60633.70396692559,0.0,5.0,1.0,-73.98776323,40.71269041999984
1440,481,S 3 St & Bedford Ave,303156.5564342277,60624.803528344,0.0,8.0,1.0,-73.96264403,40.71260485999984
1467,317,E 6 St & Avenue B,301533.03107794403,61949.369644950966,0.0,9.0,1.0,-73.98185424,40.72453733999984
1483,339,Avenue D & E 12 St,302177.545356653,62090.429305237005,0.0,9.0,1.0,-73.97422494,40.72580613999984
1484,473,Allen St & Rivington St,300682.21177648625,61567.601636681364,0.0,5.0,0.0,-73.99192540000001,40.72110062999981
1495,412,Forsyth St & Canal St,300488.0736725178,60980.68213755093,0.0,5.0,1.0,-73.99422366,40.71581549999984
1501,328,Watts St & Greenwich St,299183.9057279236,61895.74724306318,0.0,12.0,1.0,-74.00965965,40.72405548999986
1514,261,Johnson St & Gold St,301384.07853587845,58641.38156122742,0.0,0.0,2.0,-73.98362464,40.694748809999844
1519,274,3 Ave & Schermerhorn St,301971.1159568853,57771.992520913525,0.0,11.0,2.0,-73.976682,40.68691864999984
1526,434,9 Ave & W 16 St,299690.499924702,64018.8435589169,0.0,13.0,0.0,-74.00366443,40.743174489999845
