id,lon,lat,timestamp
100,-74.00025896599097,40.745402301365225,1379660400.0
101,-74.00025896599097,40.745402301365225,1379660400.0
103,-74.00025896599097,40.745402301365225,1379660400.0
102,-74.00025896599097,40.745402301365225,1379660400.0
104,-74.00025896599097,40.745402301365225,1379660400.0
100,-74.00025896599097,40.745402301365225,1379660472.361809
101,-74.00025896599097,40.745402301365225,1379660472.361809
103,-74.00025896599097,40.745402301365225,1379660472.361809
102,-74.00025896599097,40.745402301365225,1379660472.361809
104,-74.00025896599097,40.745402301365225,1379660472.361809
104,-74.00025896599097,40.745402301365225,1379660544.723618
100,-74.00025896599097,40.745402301365225,1379660544.723618
102,-73.99743989839476,40.74566741912183,1379660544.723618
103,-74.00026668859364,40.74536275270816,1379660544.723618
101,-73.99943392144031,40.746426724285456,1379660544.723618
102,-73.99242376211595,40.74613898321057,1379660617.085427
103,-74.00107716512895,40.741211910334194,1379660617.085427
104,-73.99819750464155,40.74796186039994,1379660617.085427
100,-74.00044991593371,40.74441362785915,1379660617.085427
101,-73.99684621316926,40.74963952852899,1379660617.085427
102,-73.98740755482523,40.74661032880706,1379660689.4472363
103,-74.00188754068692,40.7370610598176,1379660689.4472363
104,-73.99553412211304,40.75126843177898,1379660689.4472363
100,-74.00119243925242,40.740568812780445,1379660689.4472363
101,-73.99425825528236,40.75285227316242,1379660689.4472363
102,-73.982391276587,40.74708145590356,1379660761.8090453
103,-74.00269781528095,40.73291020120855,1379660761.8090453
104,-73.99287047518179,40.75457493998452,1379660761.8090453
100,-74.00193487687635,40.736723990848986,1379660761.8090453
101,-73.99167004776506,40.756064958146204,1379660761.8090453
103,-74.00350798893241,40.728759334516106,1379660834.1708543
104,-73.99020656380453,40.75788138500739,1379660834.1708543
100,-74.00267722882265,40.732879162070255,1379660834.1708543
101,-73.98908159057724,40.75927758347251,1379660834.1708543
102,-73.97856235628313,40.74927974449118,1379660834.1708543
104,-73.98754238794686,40.76118776682751,1379660906.5326633
101,-73.98649288368729,40.762490149122904,1379660906.5326633
100,-74.00341949510607,40.7290343264623,1379660906.5326633
103,-74.00431806166006,40.724608459763076,1379660906.5326633
102,-73.97542642357824,40.75248640415357,1379660906.5326633
104,-73.98487794757428,40.76449408542482,1379660978.8944724
100,-74.0041616757413,40.72518948404323,1379660978.8944724
102,-73.97229018895175,40.755692976951124,1379660978.8944724
103,-74.00512803348259,40.72045757697222,1379660978.8944724
101,-73.98455918084954,40.763750807281404,1379660978.8944724
100,-74.00490377074308,40.7213446348311,1379661051.2562814
103,-74.00593790441872,40.716306686166355,1379661051.2562814
104,-73.98472675472739,40.76071372573662,1379661051.2562814
101,-73.9844195677752,40.75966702790362,1379661051.2562814
102,-73.97108965779405,40.756844162923684,1379661051.2562814
103,-74.00674767448717,40.712155787368225,1379661123.6180904
104,-73.98487233548052,40.75609654053678,1379661123.6180904
101,-73.98427997181948,40.755583245914806,1379661123.6180904
100,-74.00528250622135,40.720855185957916,1379661123.6180904
102,-73.97457010061497,40.75302545121164,1379661123.6180904
104,-73.98501789605302,40.75147935205465,1379661195.9798994
101,-73.98414039297923,40.75149946133566,1379661195.9798994
100,-74.00524144183501,40.72424300740144,1379661195.9798994
103,-74.00668770845202,40.71088282645201,1379661195.9798994
102,-73.97805014441496,40.74920663224476,1379661195.9798994
104,-73.98516343644957,40.74686216030502,1379661268.3417087
101,-73.98400083125084,40.74741567417347,1379661268.3417087
100,-74.00520037327328,40.727630827284486,1379661268.3417087
102,-73.98152978926312,40.74538770604529,1379661268.3417087
103,-74.00498561043625,40.715043686273255,1379661268.3417087
101,-73.98386128663208,40.74333188447584,1379661340.7035177
100,-74.00515930053582,40.73101864557299,1379661340.7035177
104,-73.98530895667339,40.74224496534822,1379661340.7035177
102,-73.98500903519414,40.74156867267319,1379661340.7035177
103,-74.00328329990276,40.719204518612,1379661340.7035177
100,-74.00511822362185,40.73440646226624,1379661413.0653267
101,-73.98372175911936,40.739248092250065,1379661413.0653267
104,-73.98545445672919,40.737627767198994,1379661413.0653267
102,-73.98848788227708,40.73774953215075,1379661413.0653267
103,-74.00158077680743,40.72336532345543,1379661413.0653267
104,-73.98559993662113,40.73301056588732,1379661485.4271357
102,-73.99196633056957,40.733930284512766,1379661485.4271357
103,-73.99987804111174,40.72752610077695,1379661485.4271357
101,-73.9857175404033,40.73592946786042,1379661485.4271357
100,-74.00062596340229,40.736911983586644,1379661485.4271357
104,-73.9857453963534,40.72839336144312,1379661557.7889447
102,-73.99544438012919,40.7301109297941,1379661557.7889447
103,-73.99817509277713,40.731686850550034,1379661557.7889447
101,-73.98905657283339,40.73309219185568,1379661557.7889447
100,-73.99569064705905,40.739329549248595,1379661557.7889447
104,-73.98589083593019,40.72377615389632,1379661630.1507537
102,-73.99892203101355,40.72629146802952,1379661630.1507537
103,-73.99647193176509,40.73584757274811,1379661630.1507537
101,-73.99239532092007,40.7302548179269,1379661630.1507537
100,-73.99075497256747,40.741746902577624,1379661630.1507537
104,-73.98603625535573,40.71915894327688,1379661702.5125628
102,-74.00239928328024,40.72247189925389,1379661702.5125628
103,-73.99476855803702,40.740008267344635,1379661702.5125628
101,-73.99573378468995,40.7274173460933,1379661702.5125628
100,-73.98581893991992,40.74416404354662,1379661702.5125628
100,-73.98088254910874,40.74658097212851,1379661774.8743718
104,-73.98727900476365,40.71867647523632,1379661774.8743718
101,-73.99907196416964,40.724579776374036,1379661774.8743718
103,-73.99306497155439,40.74416893431303,1379661774.8743718
102,-74.00460732618836,40.719873776035776,1379661774.8743718
101,-74.0024098593968,40.721742108778976,1379661847.236181
103,-73.99136117227299,40.74832957364047,1379661847.236181
100,-73.97788690440049,40.74835640823689,1379661847.236181
104,-73.98937809643112,40.72142012727579,1379661847.236181
102,-74.00040640913635,40.723445356322706,1379661847.236181
103,-73.98965716016546,40.75249018527294,1379661919.59799
104,-73.99147736092617,40.724163740018525,1379661919.59799
101,-74.0048366587322,40.71979425267981,1379661919.59799
100,-73.98184612116651,40.74783395121075,1379661919.59799
102,-73.99620504181378,40.72701678158,1379661919.59799
104,-73.99357679827462,40.72690731346259,1379661991.959799
103,-73.98795293518764,40.75665076919763,1379661991.959799
100,-73.98580527582534,40.747311358053814,1379661991.959799
101,-74.0013568727443,40.72361698660114,1379661991.959799
102,-73.9920032241538,40.73058805178114,1379661991.959799
103,-73.98624849730088,40.76081132538793,1379662064.321608
100,-73.98976436836226,40.746788628769245,1379662064.321608
101,-73.99787668753383,40.72743961336263,1379662064.321608
102,-73.98780095610329,40.734159166887906,1379662064.321608
104,-73.99417622391441,40.72982565418469,1379662064.321608
100,-73.99372339876255,40.746265763360284,1379662136.683417
102,-73.98369342335806,40.737728019564635,1379662136.683417
101,-73.9943961030431,40.73126213292935,1379662136.683417
103,-73.98459349744374,40.76471042628087,1379662136.683417
104,-73.9916050690594,40.73311337674195,1379662136.683417
100,-73.9976823670115,40.74574276183014,1379662209.045226
102,-73.98523512773069,40.74117171422515,1379662209.045226
101,-73.99091511921438,40.73508454526639,1379662209.045226
103,-73.98449531069663,40.7604119075134,1379662209.045226
